ATC;Kód;GP;Názov;Doplnok;Konečná c.;ŠDL;JD
L01AX03;88988;X;TEMOSTAD 250 mg;cps dur 5x250 mg (fľ.sklo, jantár);183,87;350;mg
L01AX03;6058B;X;Temozolomide Accord 100 mg tvrdé kapsuly;cps dur 5x100 mg (vre.PET/Al/PE);45,35;350;mg
L01AX03;6060B;X;Temozolomide Accord 140 mg tvrdé kapsuly;cps dur 5x140 mg (vre.PET/Al/PE);97,21;350;mg
C02AC06;84360;X;TENAXUM;tbl 30x1 mg (blis.Al/PVC);8,6;1;mg
C02AC06;42683;X;TENAXUM;tbl 60x1 mg (blis.Al/PVC);17,81;1;mg
C02AC06;50408;X;TENAXUM;tbl 90x1 mg (blis.Al/PVC);26,01;1;mg
C09DB06;9104A;;Tenloris 100 mg/10 mg filmom obalené tablety;tbl flm 30x100 mg/10 mg (blis.OPA/Al/PVC/Al);5,24;1;DF
C09DB06;9098A;;Tenloris 100 mg/5 mg filmom obalené tablety;tbl flm 30x100 mg/5 mg (blis.OPA/Al/PVC/Al);5,18;1;DF
C09DB06;9092A;;Tenloris 50 mg/10 mg filmom obalené tablety;tbl flm 30x50 mg/10 mg (blis.OPA/Al/PVC/Al);3,31;1;DF
C09DB06;9086A;;Tenloris 50 mg/5 mg filmom obalené tablety;tbl flm 30x50 mg/5 mg (blis.OPA/Al/PVC/Al);3,25;1;DF
C08CA01;41557;X;Tenox 5 mg;tbl 30x5 mg (blis.OPA/Al/PVC/Al);1,73;5;mg
C01CA04;4380;;TENSAMIN;sol inj 10x5 ml (amp. skl.);23,25;0,5;g
D01BA02;35837;X;Terbinafin Actavis 250 mg;tbl 56x250 mg (bli.);13,88;0,25;g
D01BA02;90378;X;Terbinafin Mylan 250 mg;tbl 28x250 mg (blis.PVC/Al);6,94;0,25;g
H05AA02;3459C;;Terrosa 20 mikrogramov/80 mikrolitrov injekčný roztok;sol inj 1x2,4 ml/600 µg (zás.sil.skl.);173,24;20;mcg
H05AA02;1675D;;Terrosa 20 mikrogramov/80 mikrolitrov injekčný roztok;sol inj 1x2,4 ml/600 µg (zás.sil.skl.+pero);227,29;20;mcg
C03BA11;12581;X;TERTENSIF SR;tbl plg 30x1,5 mg (blis.PVC/Al);3,57;1,5;mg
N07XX06;1300;X;Tetmodis 25 mg tablety;tbl 112x25 mg (fľ.HDPE);104,78;100;mg
J07CA02;0251C;;TETRAXIM;sus iru 10x0,5 ml (striek.inj.napl.s ochran.viečko +20 samostat.ihiel);174;1;DF
C07AB12;45260;X;TEVANEB 5 mg;tbl 28x5 mg (blis.PVC/PE/PVDC/Al);3,3;5;mg
C07AB12;45265;X;TEVANEB 5 mg;tbl 90x5 mg (blis.PVC/PE/PVDC/Al);10,61;5;mg
A02BC01;49710;X;Tevazol 20 mg;cps end 28x20 mg (fľ.HDPE);1,75;20;mg
L01BC53;7499;;Teysuno 15 mg/4,35 mg/11,8 mg tvrdé kapsuly;cps dur 126x15 mg/4,35 mg/11,8 mg (blis.PCTFE/PVC/Al);363,45;90;mg
L01BC53;7501;;Teysuno 20 mg/5,8 mg/15,8 mg tvrdé kapsuly;cps dur 84x20 mg/5,8 mg/15,8 mg (blis.PCTFE/PVC/Al);311,52;80;mg
C09CA07;87164;X;Tezeo 40 mg;tbl 30x40 mg (blis.OPA/Al/PVC/Al);4,24;40;mg
C09CA07;87165;X;Tezeo 40 mg;tbl 90x40 mg (blis.OPA/Al/PVC/Al);10,79;40;mg
C09CA07;87161;X;Tezeo 80 mg;tbl 30x80 mg (blis.OPA/Al/PVC/Al);5,28;40;mg
C09CA07;87162;X;Tezeo 80 mg;tbl 90x80 mg (blis.OPA/Al/PVC/Al);11,8;40;mg
C09DA07;6444A;;Tezeo HCT 80 mg/12,5 mg;tbl 28x80 mg/12,5 mg (blis.OPA/Al/PVC/Al);7,03;1;DF
C09DA07;6448A;;Tezeo HCT 80 mg/12,5 mg;tbl 90x80 mg/12,5 mg (blis.OPA/Al/PVC/Al);19,07;1;DF
C09DA07;6451A;;Tezeo HCT 80 mg/25 mg;tbl 28x80 mg/25 mg (blis.OPA/Al/PVC/Al);8,64;1;DF
A11DA01;616;;Thiamin Léčiva inj;sol inj 10x2 ml/100 mg;4,97;50;mg
A16AX01;86087;X;Thioctacid  600 HR;tbl flm 100x600 mg (liek.skl.hnedá);42,14;0,2;g
A16AX01;86085;X;Thioctacid  600 HR;tbl flm 30x600 mg (liek.skl.hnedá);16,09;0,2;g
A16AX01;86086;X;Thioctacid  600 HR;tbl flm 60x600 mg (liek.skl.hnedá);28,19;0,2;g
A16AX01;86092;;Thioctacid 600 T;sol inj 5x24 ml/600 mg (amp.skl.hnedá);25,56;0,2;g
A16AX01;28169;X;THIOGAMMA 600 oral;tbl flm 30x600 mg (blis.PVC/Al);14,76;0,2;g
A16AX01;0734A;X;THIOGAMMA 600 oral;tbl flm 90x600 mg (blis.PVC/Al);38,22;0,2;g
A16AX01;10890;;Thiogamma Turbo-Set;sol inf 10x50 ml/600 mg (fľ.inf.);48,8;0,2;g
H01AB01;40768;;Thyrogen 0,9 mg prášok na injekčný roztok;plv ino 2x0,9 mg (liek.inj.skl.);637,62;0,9;mg
H03BB02;2523A;X;Thyrozol 10 mg;tbl flm 50x10 mg (blis.PVC/Al);5,59;10;mg
N06AX14;12424;X;Tianeptin Mylan 12,5 mg;tbl flm 90x12,5 mg (blis.PVC/PVDC/Al);9,62;37,5;mg
N06AX14;8811;X;Tianeptin Sandoz 12,5 mg filmom obalené tablety;tbl flm 90x12,5 mg (blis.PVC/PVDC/Al);10,01;37,5;mg
N05AL03;3557D;X;TIAPRIDAL;sol por 1x30 ml (fľ.skl.hnedá so striekačkou);11,34;0,4;g
N05AL03;91117;;TIAPRIDAL inj;sol inj 12x2 ml/100 mg (amp.skl.);2,41;0,4;g
N05AL03;44133;X;TIAPRIDAL tbl;tbl 50x100 mg (blis.PVC/Al);4,67;0,4;g
G03CX01;8299C;X;Tibolón Aristo 2,5 mg tablety;tbl 3x28x2,5 mg (blis.PVC/PVDC/Al-kalendár.bal.);31,09;2,5;mg
B01AC05;14624;X;Ticlopidin-ratiopharm 250 mg;tbl flm 30x250 mg (blis.Al/PVC);2,36;0,5;g
B01AC05;14625;X;Ticlopidin-ratiopharm 250 mg;tbl flm 90x250 mg (blis.Al/PVC);7,05;0,5;g
S01ED01;33172;;TIMOLOL 0,5 %;int opo 1x10 ml (PE);2,78;0,2;ml
N03AF01;71954;X;Timonil retard 150 mg;tbl plg 50x150 mg;3,61;1;g
N03AF01;60165;X;Timonil retard 300 mg;tbl plg 100x300 mg;16,24;1;g
N03AF01;60164;X;Timonil retard 300 mg;tbl plg 50x300 mg;4,85;1;g
J05AX12;8746A;X;Tivicay 50 mg filmom obalené tablety;tbl flm 30x50 mg (fľ.HDPE);558,98;50;mg
J01GB01;10777;;TOBI Podhaler 28 mg inhalačný prášok v tvrdých kapsulách;plv icd 224(4x56)x28 mg (blis.PVC/PA/Al/PVC-PET/Al + 5 inhalátorov);2173,14;224;mg
C09DA07;4760A;;Tolucombi 80 mg/12,5 mg tablety;tbl 28x1x80 mg/12,5 mg (blis.OPA/Al/PVC/Al);7,03;1;DF
C09DA07;4764A;;Tolucombi 80 mg/12,5 mg tablety;tbl 84x1x80 mg/12,5 mg (blis.OPA/Al/PVC/Al);17,81;1;DF
C09DA07;4772A;;Tolucombi 80 mg/25 mg tablety;tbl 28x1x80 mg/25 mg (blis.OPA/Al/PVC/Al);7,77;1;DF
C09CA07;20488;X;Tolura 40 mg tablety;tbl 28x40 mg (blis.OPA/Al/PVC/Al);3,49;40;mg
C09CA07;20495;X;Tolura 80 mg tablety;tbl 28x80 mg (blis.OPA/Al/PVC/Al);4,92;40;mg
C09CA07;20499;X;Tolura 80 mg tablety;tbl 90x80 mg (blis.OPA/Al/PVC/Al);10,31;40;mg
N03AX11;41198;X;Topamax 100;tbl flm 60x100 mg (blis.Al/Al);25,23;0,3;g
N03AX11;41190;X;Topamax 25;tbl flm 60x25 mg (blis.Al/Al);6,91;0,3;g
N03AX11;41194;X;Topamax 50;tbl flm 60x50 mg (blis.Al/Al);16,12;0,3;g
N03AX11;52027;X;Topilex 100 mg;tbl flm 60x100 mg (blis.PVC/PE/PVDC/Al);19,12;0,3;g
N03AX11;52014;X;Topilex 50 mg;tbl flm 60x 50 mg (blis.PVC/PE/PVDC/Al);8,84;0,3;g
N03AX11;50805;X;Topimark  50 mg;tbl flm 60x50 mg (blis.Al/Al);8,84;0,3;g
N03AX11;50830;X;Topimark 100 mg;tbl flm 120x100 mg (blis.Al/Al);38,24;0,3;g
N03AX11;50826;X;Topimark 100 mg;tbl flm 60x100 mg (blis.Al/Al);19,12;0,3;g
N03AX11;50784;X;Topimark 25 mg;tbl flm 60x25 mg (blis.Al/Al);6,43;0,3;g
N03AX11;7179C;X;Topiramate Neuraxpharm 100 mg filmom obalené tablety;tbl flm 30x100 mg (blis.Al/Al);8,59;0,3;g
N03AX11;7169C;X;Topiramate Neuraxpharm 50 mg filmom obalené tablety;tbl flm 30x50 mg (blis.Al/Al);3,96;0,3;g
L01XX17;2773A;;Topotecan Accord 1 mg/ml infúzny koncentrát;con inf 1x1 ml/1 mg (liek.inj.skl.jantárová);19,27;1;mg
L01XX17;2774A;;Topotecan Accord 1 mg/ml infúzny koncentrát;con inf 1x4 ml/4 mg (liek.inj.skl.jantárová);66,17;1;mg
L01XX17;6609;;Topotecan medac 1 mg/ml infúzny koncentrát;con inf 1x1 ml/1 mg (liek.inj.skl.);34,76;1;mg
L01XX17;6613;;Topotecan medac 1 mg/ml infúzny koncentrát;con inf 1x4 ml/4 mg (liek.inj.skl.);139,04;1;mg
R06AD03;9844;X;TORECAN obalené tablety 6,5 mg;tbl obd 50x6,5 mg (fľ.skl.jant.);4,98;13;mg
L01XE09;46872;;Torisel 30 mg koncentrát a rozpúšťadlo na infúzny roztok;cif fol 1x1,2 ml/30 mg+1x2,2 ml solv. (liek.inj.skl.);711,68;25;mg
C10AA05;3037B;X;Torvacard Novum 10 mg;tbl flm 30x10 mg (blis.OPA/Al/PVC/Al);1,44;10;mg
C10AA05;3041B;X;Torvacard Novum 10 mg;tbl flm 90x10 mg (blis.OPA/Al/PVC/Al);4,95;10;mg
C10AA05;3049B;X;Torvacard Novum 20 mg;tbl flm 30x20 mg (blis.OPA/Al/PVC/Al);2,17;10;mg
C10AA05;3053B;X;Torvacard Novum 20 mg;tbl flm 90x20 mg (blis.OPA/Al/PVC/Al);6,37;10;mg
C10AA05;3061B;X;Torvacard Novum 40 mg;tbl flm 30x40 mg (blis.OPA/Al/PVC/Al);4,29;10;mg
C10AA05;3065B;X;Torvacard Novum 40 mg;tbl flm 90x40 mg (blis.OPA/Al/PVC/Al);11,51;10;mg
C10AA05;3073B;X;Torvacard Novum 80 mg;tbl flm 30x80 mg (blis.OPA/Al/PVC/Al);6,82;10;mg
C10AA05;3077B;X;Torvacard Novum 80 mg;tbl flm 90x80 mg (blis.OPA/Al/PVC/Al);11,52;10;mg
C10BA05;2387D;;Torvazin Plus 20 mg/10 mg;cps dur 30x20 mg/10 mg (blis.OPA/Al/PVC/Al);18,24;1;DF
C10BA05;2391D;;Torvazin Plus 20 mg/10 mg;cps dur 90x20 mg/10 mg (blis.OPA/Al/PVC/Al);47,7;1;DF
C10BA05;2394D;;Torvazin Plus 40 mg/10 mg;cps dur 30x40 mg/10 mg (blis.OPA/Al/PVC/Al);20,56;1;DF
C10BA05;2398D;;Torvazin Plus 40 mg/10 mg;cps dur 90x40 mg/10 mg (blis.OPA/Al/PVC/Al);55,08;1;DF
A10AE04;4100B;;Toujeo 300 jednotiek/ml injekčný roztok v naplnenom pere;sol inj 3x1,5 ml (náplň skl.v napl.pere);40,89;40;IU
A10AE04;0656D;;Toujeo 300 jednotiek/ml injekčný roztok v naplnenom pere;sol inj 3x3 ml (náplň skl.v napl.pere DoubleStar);78,22;40;IU
A10AE04;4101B;;Toujeo 300 jednotiek/ml injekčný roztok v naplnenom pere;sol inj 5x1,5 ml (náplň skl.v napl.pere);65,03;40;IU
G04BD11;39621;X;TOVIAZ 4 mg tablety s predĺženým uvoľňovaním;tbl plg 28x4 mg (blister Al/Al);19,93;4;mg
G04BD11;47958;X;TOVIAZ 4 mg tablety s predĺženým uvoľňovaním;tbl plg 84x4 mg (blister Al/Al);54,05;4;mg
G04BD11;39626;X;TOVIAZ 8 mg tablety s predĺženým uvoľňovaním;tbl plg 28x8 mg (blister Al/Al);26,88;4;mg
N02AJ13;1046A;;Tradocomp 37,5 mg/325 mg;tbl 30x37,5 mg/325 mg (blis.priehľ.PVC/PVDC/Al);2,57;2;DF
N02AJ13;1048A;;Tradocomp 37,5 mg/325 mg;tbl 50x37,5 mg/325 mg (blis.priehľ.PVC/PVDC/Al);5;2;DF
A10BH05;10791;X;Trajenta 5 mg filmom obalené tablety;tbl flm 30x5 mg (blis.Al/Al);38,48;5;mg
A10BH05;10795;X;Trajenta 5 mg filmom obalené tablety;tbl flm 90x5 mg (blis.Al/Al);115,64;5;mg
N02AX02;32086;X;TRALGIT;cps 20x50 mg (blis.PVC/Al);1,92;0,3;g
N02AX02;34546;;TRALGIT 100 inj.;sol inj 5x2 ml/100 mg (amp.skl.);3,07;0,3;g
N02AX02;34542;X;TRALGIT gtt;gto por 1x10 ml (fľ.skl.hnedá);3,23;0,3;g
N02AX02;90412;X;TRALGIT gtt;gto por 1x96 ml (fľ.skl.hnedá s pump.adaptérom);16,98;0,3;g
N02AX02;59672;X;TRALGIT SR 100;tbl plg 30x100 mg (blis.PVC/Al);5,53;0,3;g
N02AX02;59673;X;TRALGIT SR 100;tbl plg 50x100 mg (blis.PVC/Al);10,68;0,3;g
N02AX02;34188;X;TRALGIT SR 150;tbl plg 30x150 mg (blis.PVC/Al);7,95;0,3;g
N02AX02;34192;X;TRALGIT SR 200;tbl plg 30x200 mg (blis.PVC/Al);10,36;0,3;g
N02AX02;14680;X;Tramabene;gtt por 1x100 ml (fľ.skl.hnedá s dávkov.pumpou);17,88;0,3;g
N02AX02;28360;X;Tramabene;gtt por 1x30 ml (fľ.skl.hnedá s kvap.uzáverom);6,43;0,3;g
N02AX02;3606A;X;Tramadol Mylan 100 mg;tbl plg 30x100 mg (blis.Al/PVC/PE/PVDC);4,7;0,3;g
N02AX02;3627A;X;Tramadol Mylan 150 mg;tbl plg 30x150 mg (blis.Al/PVC/PE/PVDC);7,05;0,3;g
N02AX02;3648A;X;Tramadol Mylan 200 mg;tbl plg 30x200 mg (blis.Al/PVC/PE/PVDC);8,53;0,3;g
N02AX02;43087;X;Tramadol Retard Actavis 100 mg;tbl plg 30x100 mg (blis.Al/PVC-priehľ.);4,7;0,3;g
N02AX02;43119;X;Tramadol Retard Actavis 150 mg;tbl plg 30x150 mg (blis.Al/PVC-priehľ.);7,05;0,3;g
N02AX02;43149;X;Tramadol Retard Actavis 200 mg;tbl plg 30x200 mg (blis.Al/PVC-priehľ.);9,31;0,3;g
N02AX02;7361A;X;Tramadol Vitabalans 50 mg tablety;tbl 30x50 mg (blis.PVC/Al);2,59;0,3;g
N02AJ13;6685D;;Tramadol/Paracetamol Medreg;tbl flm 30x37,5 mg/325 mg (blis.PVC/Al);2,44;2;DF
N02AJ13;6688D;;Tramadol/Paracetamol Medreg;tbl flm 60x37,5 mg/325 mg (blis.PVC/Al);4,88;2;DF
N02AJ13;6689D;;Tramadol/Paracetamol Medreg;tbl flm 90x37,5 mg/325 mg (blis.PVC/Al);7,32;2;DF
N02AJ13;0375B;;Tramadol/Paracetamol Zentiva 75 mg/650 mg;tbl flm 30x75 mg/650 mg (blis.PVC/PVDC/Al);5,99;1;DF
N02AX02;90719;;TRAMAL injekčný roztok 100 mg/2 ml;sol inj 5x2 ml/100 mg (amp.skl.);2,13;0,3;g
N02AX02;6200;;TRAMAL injekčný roztok 50 mg/ml;sol inj 5x1 ml/50 mg (amp.skl.);1,79;0,3;g
N02AX02;4311;X;TRAMAL kvapky 100 mg/ml;gto por 1x10 ml/1 g (fľ.skl.hnedá s kvapkadlom);1,84;0,3;g
N02AX02;27805;X;TRAMAL kvapky 100 mg/ml;gto por 1x96 ml/9,6 g (fľ.skl.hnedá s dávkovačom);16,84;0,3;g
N02AX02;26883;X;TRAMAL retard tablety 100 mg;tbl plg 30x100 mg (blis.);4,7;0,3;g
N02AX02;56844;X;TRAMAL retard tablety 150 mg;tbl plg 30x150 mg (blis.);7,05;0,3;g
N02AX02;56847;X;TRAMAL retard tablety 200 mg;tbl plg 30x200 mg (blis.);9,31;0,3;g
N02AX02;4306;X;TRAMAL tvrdé kapsuly 50 mg;cps dur 20x50 mg (blis.Al/PVC/PVDC);2,31;0,3;g
N02AJ13;1030A;;Tramapran 37,5 mg/325 mg;tbl 30x37,5 mg/325 mg (blis.priehľ.PVC/PVDC/Al);2,86;2;DF
N02AJ13;1035A;;Tramapran 37,5 mg/325 mg;tbl 60x37,5 mg/325 mg (blis.priehľ.PVC/PVDC/Al);5,99;2;DF
N02AJ13;31960;;Tramcet 37,5 mg/325 mg tablety;tbl 30x37,5 mg/325 mg (blis.PVC/PVDC/Al);2,86;2;DF
N02AJ13;31963;;Tramcet 37,5 mg/325 mg tablety;tbl 60x37,5 mg/325 mg (blis.PVC/PVDC/Al);5,99;2;DF
N02AJ13;3600C;;Tramylpa 37,5 mg/325 mg;tbl flm 30x37,5 mg/325 mg (blis.PVC/Al);2,57;2;DF
C09AA10;38782;X;Trandolapril-ratiopharm 2 mg;cps dur 28x2 mg;2,77;2;mg
C09AA10;38786;X;Trandolapril-ratiopharm 2 mg;cps dur 98x2 mg;9,83;2;mg
C09AA10;38788;X;Trandolapril-ratiopharm 4 mg;cps dur 28x4 mg;4,58;2;mg
C09AA10;38792;X;Trandolapril-ratiopharm 4 mg;cps dur 98x4 mg;13,83;2;mg
M09AX03;1456B;X;Translarna 125 mg granulát na perorálnu suspenziu;gru por 30x125 mg (vre.Al);3297,21;2,8;g
M09AX03;1457B;X;Translarna 250 mg granulát na perorálnu suspenziu;gru por 30x250 mg (vre.Al);6584,04;2,8;g
N02AE01;42755;;TRANSTEC 35 µg/ h;emp tdm 5x20 mg;17,24;1,2;mg
N02AE01;42758;;TRANSTEC 52,5 µg/ h;emp tdm 5x30 mg;23,9;1,2;mg
N02AE01;42761;;TRANSTEC 70 µg/ h;emp tdm 5x40 mg;31,45;1,2;mg
S01EE04;44755;;TRAVATAN 40 mikrogramov/ml očná roztoková instilácia;int opo 3x2,5 ml (fľ.PP);16,15;0,1;ml
S01EE04;0475D;;Travoprost Olikla 40 mikrogramov/ml očná roztoková instilácia;int opo 1x2,5 ml (fľ.PP s kvapkadlom);4,25;0,1;ml
S01EE04;0476D;;Travoprost Olikla 40 mikrogramov/ml očná roztoková instilácia;int opo 3x2,5 ml (fľ.PP s kvapkadlom);12,75;0,1;ml
S01ED51;0534D;;Travoprost/timolol Olikla 40 mikrogramov/ml + 5 mg/ml očná roztoková instilácia;int opo 1x2,5 ml (fľ.PP);4,92;0,1;ml
S01ED51;0535D;;Travoprost/timolol Olikla 40 mikrogramov/ml + 5 mg/ml očná roztoková instilácia;int opo 3x2,5 ml (fľ.PP);14,78;0,1;ml
L01XC03;8503C;;Trazimera 150 mg prášok na infúzny koncentrát;plc ifc 1x150 mg (liek.inj.skl.);268,95;1;DF
R03AL08;5987C;;Trelegy Ellipta 92 mikrogramov/55 mikrogramov/22 mikrogramov dávkovaný inhalacný prášok;plv ido 1 inhalátor (30 dávok) (blis.Al);58,82;1;DF
N03AX18;8876C;X;Trelema 100 mg filmom obalené tablety;tbl flm 60x100 mg (blis.PVC/Al);29,42;300;mg
N03AX18;8889C;X;Trelema 150 mg filmom obalené tablety;tbl flm 60x150 mg (blis.PVC/Al);52,03;300;mg
N03AX18;8902C;X;Trelema 200 mg filmom obalené tablety;tbl flm 60x200 mg (blis.PVC/Al);55,55;300;mg
N03AX18;8863C;X;Trelema 50 mg filmom obalené tablety;tbl flm 60x50 mg (blis.PVC/Al);18,42;300;mg
L04AC16;6001C;;Tremfya 100 mg injekčný roztok;sol inj 1x1 ml/100 mg (striek.inj.napl.skl.);1881,04;1,79;mg
L04AC16;9993C;;Tremfya 100 mg injekčný roztok v naplnenom injekčnom pere;sol inj 1x1 ml/100 mg (striek.inj.napl.skl. v pere);1857,72;1,79;mg
A10AE06;4145A;;Tresiba 100 jednotiek/ml injekčný roztok v naplnenom pere;sol inj 5x3 ml (pero napl.skl.FlexTouch);57,22;40;IU
B01AC21;2470D;;Tresuvi 2,5 mg/ml infúzny roztok;sol inf 1x10 ml (liek.inj.skl.);1449,06;4,3;mg
B01AC21;2471D;;Tresuvi 5 mg/ml infúzny roztok;sol inf 1x10 ml (liek.inj.skl.);2792,21;4,3;mg
N05AX13;9812B;;TREVICTA 175 mg injekčná suspenzia s predĺženým uvoľňovaním;sus ijp 1x175 mg (striek.inj.napl.+ 2 ihly);431,8;2,5;mg
N05AX13;9813B;;TREVICTA 263 mg injekčná suspenzia s predĺženým uvoľňovaním;sus ijp 1x263 mg (striek.inj.napl.+ 2 ihly);548,18;2,5;mg
N05AX13;9814B;;TREVICTA 350 mg injekčná suspenzia s predĺženým uvoľňovaním;sus ijp 1x350 mg (striek.inj.napl.+ 2 ihly);658,57;2,5;mg
N05AX13;9815B;;TREVICTA 525 mg injekčná suspenzia s predĺženým uvoľňovaním;sus ijp 1x525 mg (striek.inj.napl.+ 2 ihly);1018,16;2,5;mg
L04AX03;1605C;X;Trexan Neo 10 mg tablety;tbl 100x10 mg (obal HDPE);37,45;1;mg
L04AX03;1597C;X;Trexan Neo 2,5 mg tablety;tbl 100x2,5 mg (obal HDPE);6,32;1;mg
D07BB03;4178;;TRIAMCINOLON E LÉČIVA;ung der 1x20 g (tuba Al);2,39;1;g
D07AB09;2828;;TRIAMCINOLON LÉČIVA CRM;crm der 1x10 g (tuba Al);2,38;1;g
D07AB09;2829;;TRIAMCINOLON LÉČIVA UNG;ung der 1x10 g (tuba Al);1,52;1;g
N04BA03;9093B;;Trigelan 100 mg/25 mg/200 mg filmom obalené tablety;tbl flm 100x100 mg/25 mg/200 mg (fľ.HDPE);29,33;600;mg
N04BA03;9101B;;Trigelan 150 mg/37,5 mg/200 mg filmom obalené tablety;tbl flm 100x150 mg/37,5 mg/200 mg (fľ.HDPE);29,29;600;mg
N04BA03;9089B;;Trigelan 50 mg/12,5 mg/200 mg filmom obalené tablety;tbl flm 100x50 mg/12,5 mg/200 mg (fľ.HDPE);28,87;600;mg
N03AF02;14922;X;Trileptal 300 mg;tbl flm 50x300 mg (blis.PVC/PE/PVDC/Al);10,24;1;g
R03AL09;4877C;;Trimbow 87 mikrogramov/5 mikrogramov/9 mikrogramov, inhalačný roztok v tlakovom obale;sol inh 1x180 dávok (inh.Al);73,67;4;DF
R03AL09;7376D;;Trimbow 88 mikrogramov/5 mikrogramov/9 mikrogramov, inhalačný prášok;plv inh 1x120 dávok/88 µg/5 µg/9 µg (inh.Al);61,08;4;DF
C01EB15;2078;X;Trimetazidin Teva PR 35 mg;tbl plg 60x35 mg (blis.PVC/PVDC/Al);5,71;40;mg
C09BX01;8793A;;TRIPLIXAM 10 mg/2,5 mg/10 mg;tbl flm 30x10 mg/2,5 mg/10 mg (obal PP);15,05;1;DF
C09BX01;8795A;;TRIPLIXAM 10 mg/2,5 mg/10 mg;tbl flm 90(3x30)x10 mg/2,5 mg/10 mg (obal PP);40,6;1;DF
C09BX01;8788A;;TRIPLIXAM 10 mg/2,5 mg/5 mg;tbl flm 30x10 mg/2,5 mg/5 mg (obal PP);14,19;1;DF
C09BX01;8790A;;TRIPLIXAM 10 mg/2,5 mg/5 mg;tbl flm 90(3x30)x10 mg/2,5 mg/5 mg (obal PP);38,14;1;DF
C09BX01;8783A;;TRIPLIXAM 5 mg/1,25 mg/10 mg;tbl flm 30x5 mg/1,25 mg/10 mg (obal PP);11,12;1;DF
C09BX01;8785A;;TRIPLIXAM 5 mg/1,25 mg/10 mg;tbl flm 90(3x30)x5 mg/1,25 mg/10 mg (obal PP);29,9;1;DF
C09BX01;8778A;;TRIPLIXAM 5 mg/1,25 mg/5 mg;tbl flm 30x5 mg/1,25 mg/5 mg (obal PP);9,43;1;DF
C09BX01;8780A;;TRIPLIXAM 5 mg/1,25 mg/5 mg;tbl flm 90(3x30)x5 mg/1,25 mg/5 mg (obal PP);28,95;1;DF
C09AA05;25647;X;TRITACE 1,25;tbl 30x1,25 mg (blis.PVC/Al);2,18;5;mg
C09AA05;13314;X;TRITACE 10;tbl 30x10 mg (blis.PVC/Al);5,39;5;mg
C09AA05;25651;X;TRITACE 2,5;tbl 30x2,5 mg (blis.PVC/Al);3,9;5;mg
C09AA05;25655;X;TRITACE 5;tbl 30x5 mg (blis.PVC/Al);3,67;5;mg
C09BA05;56659;;Tritazide 2,5 mg/12,5 mg;tbl 28x2,5 mg/12,5 mg (blis.PVC/Al);2,67;1;DF
C09BA05;56661;;Tritazide 5 mg/25 mg;tbl 28x5 mg/25 mg (blis.PVC/Al);3,35;1;DF
N06AX05;15915;X;TRITTICO AC 150;tbl mod 60x150 mg (blis.PVC/Al);14,65;0,3;g
J05AR13;1459B;;Triumeq 50 mg/600 mg/300 mg;tbl flm 30x50 mg/600 mg/300 mg (fľ.HDPE);766,61;1;DF
B01AC04;21481;X;Trombex 75 mg filmom obalené tablety;tbl flm 28x75 mg (blis.PVC/PVDC/Al);4,24;75;mg
B01AC04;22154;X;Trombex 75 mg filmom obalené tablety;tbl flm 84x75 mg (blis.PVC/PVDC/Al);12,64;75;mg
A10BJ05;3242B;;Trulicity 1,5 mg injekčný roztok naplnený v injekčnom pere;sol inj 4x1,5 mg (striek.napl.skl. v pere);89;1;DF
A10BJ05;5986D;;Trulicity 3 mg injekčný roztok naplnený v injekčnom pere;sol inj 4x3 mg (striek.napl.skl. v pere);91,43;1;DF
A10BJ05;5989D;;Trulicity 4,5 mg injekčný roztok naplnený v injekčnom pere;sol inj 4x4,5 mg (striek.napl.skl. v pere);91,43;1;DF
N03AX14;11500;X;TRUND 1000 mg;tbl flm 100x1000 mg (blis.Al/PVC/PE/PVDC);32,6;1,5;g
N03AX14;11477;X;TRUND 250 mg;tbl flm 30x250 mg (blis.Al/PVC/PE/PVDC);4,71;1,5;g
N03AX14;11485;X;TRUND 500 mg;tbl flm 100x500 mg (blis.Al/PVC/PE/PVDC);17,83;1,5;g
S01EC03;1940D;;TRUSOPT 2 %;int opo 1x5 ml/100 mg (fľ.LDPE-biela);5,16;0,3;ml
S01EC03;1941D;;TRUSOPT 2 %;int opo 3x5 ml/100 mg (fľ.LDPE-biela);16,17;0,3;ml
C10AA05;20884;X;Tulip 10 mg filmom obalené tablety;tbl flm 30x10 mg (blis.Al/Al);1,68;10;mg
C10AA05;20895;X;Tulip 10 mg filmom obalené tablety;tbl flm 90x10 mg (blis.Al/Al);4,95;10;mg
C10AA05;20905;X;Tulip 20 mg filmom obalené tablety;tbl flm 30x20 mg (blis.Al/Al);2,18;10;mg
C10AA05;20916;X;Tulip 20 mg filmom obalené tablety;tbl flm 90x20 mg (blis.Al/Al);6,37;10;mg
C10AA05;20926;X;Tulip 40 mg filmom obalené tablety;tbl flm 30x40 mg (blis.Al/Al);4,14;10;mg
C10AA05;20937;X;Tulip 40 mg filmom obalené tablety;tbl flm 90x40 mg (blis.Al/Al);11,51;10;mg
C10AA05;3436A;X;Tulip 80 mg filmom obalené tablety;tbl flm 30x80 mg (blis.Al/Al);5,84;10;mg
C10AA05;3446A;X;Tulip 80 mg filmom obalené tablety;tbl flm 90x80 mg (blis.Al/Al);15,96;10;mg
